question_id,answer_type,question,generated_sql,qwen35_ans,det_ans,v1_1_ans,match_exact,match_close
HV-IC-0224,money,"I’m pulling up Uma Sen’s Six Sigma Black Belt (6S-500164) on the Pumping Station — Odisha Pkg-79 scope for the Central Works & Buildings Bureau, but I need the full rollup of every completed assignment she’s delivered to them before we submit—what’s that combined total?",,,1591200000.0,358600000.0,False,False
HV-IC-0225,count,"PMP; Sunita Joshi, that quick count I’m looking at doesn’t quite add up—could you confirm the actual number of distinct work categories she’s personally led to completion?",,,6.0,6.0,True,True
HV-IC-0226,money,"I’m still getting my bearings on the bid desk, but when I start with the Tamil Nadu Municipal Corporation portfolio and exclude the bridges and flyovers, how do I calculate the right figure for the rest?",,,1732800000.0,1732800000.0,True,True
HV-IC-0227,money,"Jal Nigam, Jharkhand is on my desk and I'm still getting used to how we track our billing—could you point me to the actual shortfall between the total value of the projects they've handed over and what we've managed to bill so far?",,,1613800000.0,1179034540.0,False,False
HV-IC-0228,money,Could you verify the finalized completed work valuations for Mega Infrastructure Authority in both 2014 and 2025 so I can reconcile the period-over-period shift for the audit file?,,,1958800000.0,-1958800000.0,False,False
HV-IC-0229,money,"Cross-checking Pooja Sen’s Six Sigma Black Belt (6S-500157) against the Hydro Tunnel — West Bengal Pkg-105 scope, I need to verify the exact aggregate for the audit file—what is the combined value of every completed assignment she has delivered to Suvarna Projects Limited?",,,2341700000.0,2341700000.0,True,True
HV-IC-0232,money,"I’m looking at the draft breakdown for Peninsular Petroleum Corporation, but that initial figure seems off—could you verify the actual calculation to see how much our top finished contract beats the one just behind it by?",,,1366300000.0,250600000.0,False,False
HV-IC-0233,money,I'm looking at Jaya Desai's PMP credential (PMI-200032) for the Drainage Works — Tamil Nadu Pkg-141 scope with Mahanadi Steel Corporation and I'm not clear on whether I should just use this line item or sum up her entire track record—what's the total value of all her completed projects for Mahanadi Steel Corporation?,,,3296200000.0,39900000.0,False,False
HV-IC-0234,money,"Cross-checking against the client roster for Sanjay Joshi’s PMP on the Material Handling Plant — Maharashtra Pkg-96, what is the mean size across work we delivered to that organization?",,,217833333.0,217833333.0,True,True
HV-IC-0235,money,"national expressway development authority excluding industrial epc, what’s the real number we’re locking in?",,,2262700000.0,2262700000.0,True,True
HV-IC-0236,money,"Tamil Nadu Municipal Corporation is coming up in my head and I have a half-remembered sense of how much our top finished contract there beats the second one, but I want to verify if my memory is right—could you confirm the exact figure?",,,1833300000.0,1196800000.0,False,False
HV-IC-0240,money,"Regarding Asha Nair’s Six Sigma Black Belt certification tied to the WTP Augmentation — Maharashtra Pkg-93 assignment, could you please determine the typical project scale across all finished engagements we have delivered to the commissioning authority?",,,2008199999.0,334700000.0,False,False
HV-IC-0242,money,"Trishakti Power Generation Corporation submissions require verification, could you please provide the aggregate value for all proposals meeting the seven crore rupee threshold?",,,8436100000.0,6609900000.0,False,False
HV-IC-0243,money,"Arunodaya Infrastructure is on my desk and I’m still finding my way through the bid compilation process, so could you quickly tell me by how much our largest completed project there exceeds the second one?",,,52200000.0,52200000.0,True,True
HV-IC-0244,days,"pritis pmp hit mar 10 2021 for the west bengal hospital block, how many days to wrap up?",,,1277.0,1277.0,True,True
HV-IC-0248,money,That quick figure you pulled for the Maharashtra PWD looks suspiciously round—could you actually run the math to confirm exactly how much our largest completed project exceeds the second one by?,,,57000000.0,57000000.0,True,True
HV-IC-0249,money,I'm still getting my bearings with the Tamil Nadu Municipal Corporation portfolio—could you point me to the 2013 and 2018 completed work totals so I can see how they compare?,,,1196800000.0,1196800000.0,True,True
HV-IC-0253,percent,"Hey, I’m still getting my bearings with the bid workflow — for the Maharashtra PWD projects, what’s the whole number out of a hundred that represents the portion of our work backed by a client reference?",,,83.33,83.33,True,True
HV-IC-0255,money,The figure circulating for Suvarna Projects Limited looks too neat to be accurate—could you actually verify the completed project values and work out the real difference between our largest one and the second largest?,,,645300000.0,645300000.0,True,True
HV-IC-0256,percent,"I’m checking Priti Pillai’s PMP for the Material Handling Plant — Madhya Pradesh Pkg-68 and I’m fairly certain the collection figure we’re tracking is in the mid-seventies, but I want to confirm whether my recollection is right—what percentage of everything billed to that client has actually been collected as a number out of 100, not a fraction?",,,79.82,79.82,True,True
HV-IC-0258,money,"Subarnarekha Valley Corporation has several active tenders, and could you please calculate the cumulative figure for those valued at twenty-two crore rupees or higher?",,,3698700000.0,2997300000.0,False,False
HV-IC-0259,money,"Tanvir Menon’s PMP for the Hydro Tunnel — Madhya Pradesh Pkg-108 requires a precise valuation, so could you calculate the rupee difference between the average and median contract values for all completed projects under the commissioning client, leaving the figure negative if the average is lower than the median?",,,271442857.0,271442857.14,False,True
HV-IC-0260,money,"I’m reviewing Farhan Roy’s PMP credential for the Stormwater Drainage — Gujarat Pkg-80 scope with Trishakti Power Generation Corporation, but I’m fairly certain just copying that one line item will tank our margin—what’s the actual combined value of every completed assignment he’s delivered to them?",,,8563200000.0,308800000.0,False,False
HV-IC-0263,count,"phed odisha bid, how many of the five completed jobs lack a client reference letter on file?",,,3.0,3.0,True,True
HV-IC-0264,money,"Mahanadi Steel Corporation has a handful of assignments on our board that I’m trying to verify, but I can’t quite recall the exact count—could you confirm if the combined figure for anything crossing the thirty-five crore mark matches what I’m thinking?",,,1738500000.0,1738500000.0,True,True
HV-IC-0266,money,"tamil nadu municipal corporation totals look off, can you work out missing amount between commitments and our bills?",,,1691908530.0,59384417.0,False,False
HV-IC-0268,money,"Just picking up Tanvir Malhotra's PMP for the Cable Stayed Bridge — Uttar Pradesh Pkg-121, and I'm still learning how we track client portfolios, but what's the mean size across every completed assignment we've delivered to that commissioning authority?",,,416875000.0,416875000.0,True,True
HV-IC-0269,money,"Mega Infrastructure Authority, 2013 and 2016—what’s the absolute difference in completed work value between those two years so I can lock the final bid?",,,368700000.0,368700000.0,True,True
HV-IC-0270,money,"Neha Chopra's PMP issued 2021-03-10 is the reference—what is the combined value of the works she led that completed after that date, cross-checked against the completion dates?",,,410800000.0,228200000.0,False,False
HV-IC-0271,money,"I’m pretty sure Lakshmi Ghosh’s PMP for the Steel Truss Bridge — Gujarat Pkg-112 ties into a client portfolio where the mean contract value sits roughly fifteen lakhs above the median, but could you actually calculate the exact rupee gap between the average and median for all finished jobs under that commissioning client and confirm whether my recollection is right?",,,240294737.0,240294736.84,False,True
HV-IC-0273,money,"When I’m prepping the National Expressway Development Authority breakdown and need to exclude the industrial epc segment, what’s the auditable figure I should stand behind for client verification?",,,2262700000.0,2262700000.0,True,True
HV-IC-0276,money,"Asked by someone reconciling records. PMP; Meera Roy. Cross-checking against the client portfolio, what is the rupee difference between the average and median contract values for the works, and should the figure be negative if the average is smaller?",,,271442857.0,-49171428.57,False,False
HV-IC-0278,money,"I'm reviewing Tanvir Menon's PMP for the Rail Tunnel — Jharkhand Pkg-102, but I need the mean scale across every finished assignment we've delivered to the commissioning authority for that one.",,,410966667.0,410966666.67,False,True
HV-IC-0279,money,Could you send me the verified completed work totals for Arunodaya Infrastructure in 2016 and 2023 for the auditor review?,,,58000000.0,58000000.0,True,True
HV-IC-0280,money,"I’m half-remembering that the total for Rajesh Rao’s completed work with the Public Health Engineering Dept, Odisha is just the School Building — Odisha Pkg-136 line item on his PMP (PMI-200031), but I want to confirm whether that’s right or if I’m missing other assignments—what’s the actual combined value?",,,12200000.0,12200000.0,True,True
HV-IC-0282,money,"Mahanadi Steel Corporation, 2022 and 2025—I’m cross-checking the surface figure and it doesn’t quite add up. What’s the actual net shift in completed work value between those two years?",,,50500000.0,50500000.0,True,True
HV-IC-0284,money,"meridian constructors & co. awarded value seems off, can you work out the gap between secured work and billed?",,,875511822.0,875511822.0,True,True
HV-IC-0285,money,"I'm looking at Suvarna Projects Limited and the value they've put on the table doesn't match the cash flow we're showing, can you dig into the variance between the total scope they've handed over and the value we've successfully claimed?",,,2341700000.0,74257700.0,False,False
HV-IC-0286,money,That initial read on the Jal Nigam Uttar Pradesh pipeline feels off—could you actually calculate the combined value for every assignment clearing the thirty-five crore mark?,,,1324900000.0,1324900000.0,True,True
HV-IC-0287,money,The draft figure circulating looks off—can you walk me through the actual derived gap between Mega Infrastructure Authority's 2010 baseline and 2018 completed work totals?,,,826600000.0,826600000.0,True,True
HV-IC-0289,money,"Suvarna Projects Limited, 2012 and 2014—what’s the movement in completed work so I can lock the bid before the 5 PM cutoff?",,,436000000.0,436000000.0,True,True
HV-IC-0290,days,"I'm still getting my bearings with the timeline tracking here, but could you help me figure out how many days Rahul Das's March 10, 2021 PMP for the Delhi Pkg-81 institutional building ran until the final handover?",,,1503.0,1503.0,True,True
HV-IC-0291,money,"Asha Nair’s Six Sigma Black Belt ties into the School Building — Madhya Pradesh Pkg-145 job, but the figure circulating doesn’t seem right—what’s the actual average size across every finished assignment we’ve delivered to the organization that commissioned that one?",,,585442857.0,585442857.14,False,True
HV-IC-0292,money,"National Expressway Development Authority; excluding roads highways, could you please confirm the aggregate value of our remaining engagements for this client?",,,2730900000.0,2730900000.0,True,True
HV-IC-0293,money,"Peninsular Petroleum Corporation, 2019 versus 2021—I’m pretty sure the completed work value shifted by a solid margin, but I’m not entirely confident in my memory, so could you confirm whether my recollection is right and what the actual difference is?",,,1366300000.0,314400000.0,False,False
HV-IC-0294,money,"Mega Infrastructure Authority’s current portfolio is on our books, but I need to reconcile the official award totals against our submitted claims to give the auditor a defensible variance number—can you calculate the exact gap between what they’ve committed us to and what we’ve formally claimed?","SELECT COALESCE(total_awarded_inr, 0) - COALESCE(total_invoiced_inr, 0) AS gap_amount FROM clients WHERE client_name = 'Mega Infrastructure Authority'",3336816908.0,3336816908.0,3336816908.0,True,True
HV-IC-0295,money,What’s the verified gap between the National Special Projects Office 2013 completed work total and the 2025 figure that I should lock in?,,,4699100000.0,720200000.0,False,False
HV-IC-0296,money,"Just pulling Meera Roy’s PMP for the ROB — Jharkhand Pkg-29 job, and I’m still learning how we map out client portfolios, but what’s the typical scale across every completed assignment we’ve handed over to the organization that commissioned that one?",,,2219900000.0,317128571.43,False,False
HV-IC-0297,money,pheg gujarat 2010 vs 2017—what’s the actual move in completed work value?,,,110700000.0,110700000.0,True,True
HV-IC-0299,money,I’m reviewing the National Expressway Development Authority portfolio and the first pass figure seems off—could you actually run the numbers and give me the proper sum for the projects that clear the twenty-one crore threshold?,,,2629400000.0,2629400000.0,True,True
HV-IC-0300,money,"I’m still getting my head around how we track the National Special Projects Office portfolio, but if I set aside the large bridges assignments in this file, what’s the remaining value we should carry for the rest of their projects?",,,2829300000.0,4365300000.0,False,False
HV-IC-0301,money,"Suvarna Projects Limited is on my desk for audit prep, and I need to pin down the exact gap between the total value they’ve committed us to and the amount we’ve actually billed so far—can you calculate that shortfall?",,,1351409347.0,1351409347.0,True,True
HV-IC-0302,money,"My memory is fuzzy on whether Meera Roy’s PMP (PMI-200011) only shows the Hospital Block — Odisha Pkg-39 project for Peninsular Petroleum Corporation, or if there are other scopes I’m missing—can you confirm the actual combined value of every completed assignment she’s delivered to them?",,,1366300000.0,181700000.0,False,False
HV-IC-0304,money,"I’m fairly certain Chandan Banerjee’s PMP for the Six-Lane Highway — West Bengal Pkg-116 connects to a commissioning client where the mean contract value sits a bit above the median, but could you actually calculate the exact rupee difference between the average and median for all finished jobs under that client, and should I leave the figure negative if the average turns out to be the smaller of the two?",,,240294737.0,240294736.84,False,True
HV-IC-0305,money,"I’m still learning how we track these, but when I look at Meera Banerjee’s PMP issued on March 10th, 2021, what’s the combined value of just the works she led that finished after that certification date?",,,296300000.0,296300000.0,True,True
HV-IC-0306,money,I’m reviewing the Suvarna Projects Limited pipeline and my memory on the heavier contracts feels a bit fuzzy—could you check whether the combined value for anything clearing the eleven crore mark aligns with what I’m picturing?,,,2212300000.0,2212300000.0,True,True
HV-IC-0310,money,subarnarekha valley corp 2016 vs 2017—what’s the delta on completed work value?,,,1255700000.0,1255700000.0,True,True
HV-IC-0311,money,"Subarnarekha Valley Corporation is on my desk for the audit review, and I need the defensible figure showing exactly by how much our largest completed work exceeds the second one—could you calculate that difference?",,,861300000.0,861300000.0,True,True
HV-IC-0312,days,PMP issued 2021-03-10; Asha Nair; WTP Augmentation — Maharashtra Pkg-93 — could you please calculate the total elapsed period from that certification date through to the final completion of the project?,,,77.0,77.0,True,True
HV-IC-0313,money,"Central Works & Buildings Bureau shows two awarded works on our side, but what is the gap between the value they assigned and the value we billed?",,,1386519548.0,1386519548.0,True,True
HV-IC-0314,percent,"I noticed the initial count for Mega Infrastructure Authority, but that seems off, so could you actually work out the share of our projects with them that carry a client sign-off and just give me the final whole number out of a hundred?",,,85.71,85.71,True,True
HV-IC-0315,money,"amit's six sigma pkg-7 needs a quick calc: avg minus median client value in r, negative if lower?",,,3296200000.0,61833333.33,False,False
HV-IC-0316,money,I’m still getting my bearings with the Jal Nigam UP file here—could you let me know the net difference in completed work value between 2011 and 2018?,,,153300000.0,153300000.0,True,True
HV-IC-0318,days,"The preliminary tally for Meera's March 10, 2021 PMP on the Tamil Nadu Pkg-9 WTP augmentation doesn't quite add up—could you calculate the actual number of days from that certification issuance to the final handover?",,,1134.0,1134.0,True,True
HV-IC-0319,money,"Public Works Department, Govt of Maharashtra; excluding sewerage drainage—I keep seeing the gross figure floating around, but I know that’s still bundling the drainage scope, so what’s the actual derived value we should be standing behind?",,,1831599999.0,1831600000.0,False,True
HV-IC-0322,money,National Expressway Development Authority assignments require cross-checking against the ten crore mark—can you calculate the aggregate for entries meeting that limit?,,,2860100000.0,2860100000.0,True,True
HV-IC-0323,money,"Arunodaya Infrastructure; excluding tunnels, is the rest of the portfolio the figure I’m half-remembering?",,,1219500000.0,1219500000.0,True,True
HV-IC-0324,days,"I'm half-remembering the timeline for Amit Mukherjee's March 10, 2021 PMP on the Institutional Building — Uttar Pradesh Pkg-11 site—could you confirm how long it actually ran from that certification date to handover?",,,1308.0,1308.0,True,True
HV-IC-0326,money,"Maharashtra Municipal Corporation requires the precise difference between our highest-value completed assignment and the subsequent one for the ongoing submission, could you please calculate that figure?",,,653500000.0,512900000.0,False,False
HV-IC-0327,money,"Public Health Engineering Dept, Odisha—still getting my bearings with how we track these, could you let me know how much the completed work amount shifted between 2020 and 2025?",,,582600000.0,582600000.0,True,True
HV-IC-0328,money,"central works & buildings bureau excluding small buildings, what’s the actual value we’re carrying?",,,1080000000.0,1522500000.0,False,False
HV-IC-0329,money,"meera banerjee’s pmp for the rigid pavement tn pkg-70, what’s the mean size across our projects for that client?",,,274683333.0,274683333.33,False,True
HV-IC-0330,money,"National Special Projects Office awarded value versus our invoiced value, what is the shortfall?",,,4243158462.0,4243158462.0,True,True
HV-IC-0331,percent,"meera roy's pmp for ut pr pkg 2 wtp augmentation, what's the collection % out of 100 on billed?",,,79.82,99.78,False,False
HV-IC-0332,money,Subarnarekha Valley Corporation just landed on my desk—could you walk me through the steps to pull the difference between our highest-value completed assignment for them and the next one down?,,,3698700000.0,861300000.0,False,False
HV-IC-0333,money,"pmp; naveen roy. need rupee gap between average and median values for that client's work, negative if average lower?",,,20300000.0,368533333.33,False,False
HV-IC-0334,money,"Just pulled Jaya Desai’s PMP from March 10, 2021 off the desk—what’s the combined value of only the assignments she headed that wrapped up after that issuance date?",,,265700000.0,265700000.0,True,True
HV-IC-0335,days,"I’m cross-checking Suresh Desai’s March 10, 2021 PMP for the Odisha residential quarters package and noticed the preliminary tally looks off—could you actually calculate the real interval from that certification date through to final completion?",,,798.0,798.0,True,True
HV-IC-0336,percent,"Cross-checking Suresh Desai PMP Handpump Installation Gujarat Pkg-155 against payment logs, what percentage of billed amount collected out of 100?",,,92.5,92.5,True,True
HV-IC-0337,money,"I’m looking at Rahul Menon’s PMP for the Highway Tunnel — West Bengal Pkg-120, and I’m still getting my bearings with how we track client portfolios, but what’s the average size across every completed project we’ve handed over to the department that commissioned that one?",,,389000000.0,389000000.0,True,True
HV-IC-0338,money,"public health engineering dept odisha awarded works, what’s the gap between total award value and our billed amount?",,,629771836.0,629771836.0,True,True
HV-IC-0339,days,"Could you please calculate the total number of days from the March 10, 2021 PMP issuance for Neha Chopra through to the final completion of the WTP Augmentation — West Bengal Pkg-30 assignment?",,,110.0,110.0,True,True
HV-IC-0340,money,"With reference to Rahul Menon’s PMP for the Rural Road Upgradation — Jharkhand Pkg-153 assignment, what is the average contract value across all completed engagements for the commissioning authority?",,,471500000.0,157166666.67,False,False
HV-IC-0342,money,"Cross-checking the PMP for Naveen Roy on STP — Uttar Pradesh Pkg-31, what is the average size across all assignments for the client that commissioned STP — Uttar Pradesh Pkg-31?",,,450694737.0,450694736.84,False,True
HV-IC-0343,money,"I'm half-remembering that Amit Iyer's Six Sigma Black Belt scope on the Rigid Pavement — Madhya Pradesh Pkg-7 project is his only assignment for Mahanadi Steel Corporation, but I want to confirm if I'm missing other scopes—what's the actual combined value of every completed work he's delivered to them?",,,375200000.0,375200000.0,True,True
HV-IC-0344,money,"irrigation & waterways dept, govt of west bengal, what’s the difference between our biggest and next completed jobs?",,,1167000000.0,342900000.0,False,False
HV-IC-0346,percent,"I’m reviewing the PMP for Neha Chopra on the Bituminous Overlay — Odisha Pkg-35 and the collection rate currently showing looks suspiciously high, so what’s the actual percentage out of 100 of everything billed to that client that has genuinely come in?",,,82.4,82.4,True,True
HV-IC-0347,percent,"Meridian Constructors & Co. looks like it’s just showing a raw count, so could you actually calculate the share of those assignments that came with a client endorsement and just give me the final whole number out of a hundred?",,,83.33,83.0,False,True
HV-IC-0348,money,"I’m fairly certain Rahul Das’s PMP was issued on March 10th, 2021, but could you just confirm the combined value of the works he led that finished after that certification?",,714500000.0,714500000.0,714500000.0,True,True
HV-IC-0349,money,"Hey, I’m just grabbing Sunita Joshi’s PMP for the Uttar Pradesh residential quarters package, and since I’m still learning how we track client portfolios, could you calculate the rupee difference between the average and median contract values for the commissioning client’s completed jobs, and let me know if I should mark it negative whenever the average ends up lower?",,,240294737.0,240294736.84210527,False,True
HV-IC-0350,percent,"Bid deadline is tight, so what’s the collection percentage out of 100 for Rahul Menon’s PMP on the Material Handling Plant — Uttar Pradesh Pkg-89 so I can lock the submission?",,,99.78,99.78,True,True
HV-IC-0351,money,"PMP issued 2021-03-10 for Rahul Menon—what’s the combined value of only the works he led that finished after that date, since the bid pack needs the post-certification sum right now?",,,898500000.0,898500000.0,True,True
HV-IC-0352,percent,Could you please confirm the collection percentage out of 100 for Chandan Banerjee’s PMP on the Six-Lane Highway — West Bengal Pkg-116?,,,99.78,99.78,True,True
HV-IC-0356,money,"National Special Projects Office is on my desk, and I need the exact amount by which our highest-value completed assignment for them exceeds the next one down—could you calculate that figure?",,,4699100000.0,864000000.0,False,False
HV-IC-0357,percent,"for odisha phed, what’s the out of 100 figure for projects with client approval?",,,62.5,62.5,True,True
HV-IC-0361,percent,"Regarding the PMP for Neha Chopra on ROB — Delhi Pkg-36, could you please confirm what percentage out of 100 of the total billed amount has actually been collected for the client?",,,78.18,78.18,True,True
HV-IC-0362,money,"Following up on the Subarnarekha Valley Corporation account, that first number you sent looks like a raw sum of the awards—can you actually calculate the real gap between the total value they’ve assigned us and what we’ve successfully billed?",,,2293370196.0,2293370196.0,True,True
HV-IC-0368,days,"I’m still getting my bearings on how we track these, but could you tell me how many days elapsed from Naveen’s March 10, 2021 PMP for the Uttar Pradesh Pkg-31 STP site until the work actually wrapped up?",,,1339.0,1339.0,True,True
HV-IC-0371,money,"Public Health Engineering Dept, Odisha has awarded us a few projects, but am I right that my recollection is correct about how much of the total value is still sitting above what we’ve actually invoiced?",,,1661400000.0,629771836.0,False,False
HV-IC-0373,percent,"I’m looking at Meera Banerjee’s PMP for the Pumping Station — Tamil Nadu Pkg-16 and I’m still getting my bearings on how we track what we’ve actually brought in, so what’s the figure out of 100 that shows what portion of the total billed amount has cleared?",,,58.0,58.0,True,True
HV-IC-0374,money,"PMP; Imran Joshi’s Patch Repair — Delhi Pkg-132 is on my desk, and while the dashboard flashes a quick rupee figure, I’m fairly certain that’s just a surface-level total rather than the actual spread—could you properly derive the average and median contract values for the commissioning client behind that package, then give me the exact rupee gap between them, negative if the average ends up lower?",,,202266667.0,202266666.6666667,False,True
HV-IC-0376,money,That initial read on Lakshya Engineering & Construction's contract roll feels off—could you actually filter for the heavier commitments crossing the fifteen crore mark and give me the properly derived sum?,,,1640400000.0,1640400000.0,True,True
HV-IC-0377,money,"irr & waterways dept rajasthan roll, can you sum the values clearing the twenty six crore mark?",,,1350500000.0,1350500000.0,True,True
HV-IC-0380,count,"PMP; Tanvir Menon, what’s the exact count of distinct work categories he’s personally led to completion before we lock the submission?",,,5.0,5.0,True,True
HV-IC-0381,money,"Arunodaya Infrastructure, submission due, what's the outstanding balance against the total contract value?","SELECT total_outstanding_inr 
FROM clients 
WHERE client_name = 'Arunodaya Infrastructure';",,2219900000.0,258859089.0,False,False
HV-IC-0382,money,I’m just picking up Lakshya Engineering & Construction’s file here and trying to figure out how to calculate the unbilled portion of their total project value—could you walk me through the steps to get from that figure down to what we’ve actually invoiced?,,,213836582.0,213836582.0,True,True
HV-IC-0385,percent,"Deepa Chatterjee’s PMP on the Stormwater Drainage — Madhya Pradesh Pkg-24 is what I’m looking at, and I’m trying to verify the collection percentage out of 100, and I’m fairly certain it’s in the high seventies, but could you confirm if that’s correct?",,,88.9,88.9,True,True
HV-IC-0386,money,"I'm still getting my bearings with the Trishakti account, but could you quickly check the heavier contracts clearing the twenty-five crore mark and let me know what they add up to?",,,7548200000.0,7548200000.0,True,True
HV-IC-0387,days,"Could you please confirm the exact day count from the March 10, 2021 PMP issuance for Neha Chopra on the Bituminous Overlay — Odisha Pkg-35 project to its final completion?",,,1680.0,1680.0,True,True
HV-IC-0389,percent,"Trishakti Power Generation Corporation lists assignments on my end, so when I cross-check those against endorsements, what is the out of 100 figure for the portion that cleared?",,,89.47,89.47,True,True
HV-IC-0390,money,"Lakshya Engineering & Construction is on my desk and I’m still learning the ropes here, but what’s the standard way to figure out the total amount they still owe for all the work we’ve billed them?",,,304845395.0,304845395.0,True,True
HV-IC-0391,money,"I know we flagged the Irrigation & Waterways Dept, Govt of Uttar Pradesh account as fully billed, but the system balance looks too high—can you actually run the deduction of what they’ve cleared so far versus what’s still sitting on our books?",,,5222174.0,5222174.0,True,True
HV-IC-0392,money,"Quick question while I'm grabbing this—since I'm still learning the ropes, could you tell me the total amount still owed by Subarnarekha Valley Corporation for all the invoices we've submitted to them?",,,307371878.0,307371878.0,True,True
HV-IC-0393,money,"Suvarna Projects Limited is the client I’m reviewing, and I need to know what portion of our billed totals is still pending, so could you tell me where I should look for that?",,,74257700.0,74257700.0,True,True
HV-IC-0394,money,"pwd gujarat, we sent all the bills, but what’s the actual remaining balance still on their end?",,,47628436.0,47628436.0,True,True
HV-IC-0395,money,I’m still getting my bearings with the Meridian Constructors & Co. account—what’s the total amount still owed across all their billing?,"SELECT total_outstanding_inr 
FROM clients 
WHERE client_name = 'Meridian Constructors & Co.';",141252125.0,141252125.0,141252125.0,True,True
HV-IC-0396,money,"Arunodaya Infrastructure shows a preliminary figure, but that doesn't account for the payments we've actually cleared against those billed amounts—can you run the adjusted balance after all those credits are applied?",,,258859089.0,258859089.0,True,True
HV-IC-0397,money,"I’m still getting my bearings with the Irrigation & Waterways Dept, Govt of Rajasthan file, so could you tell me what the total unpaid balance is across all the invoices we’ve submitted?",,,25044542.0,25044542.0,True,True
HV-IC-0398,money,"Public Health Engineering Dept, West Bengal, could you please calculate the total remaining balance across all charged amounts for this account?",,,83695139.0,83695139.0,True,True
HV-IC-0399,money,What is the exact unpaid balance across all the billing entries we have submitted for the Mega Infrastructure Authority account?,,,153615621.0,153615621.0,True,True
HV-IC-0400,money,"Gujarat Municipal Corporation is the client we have invoiced, and could you please confirm the total amount still outstanding across those invoices?",,,5271022.0,5271022.0,True,True
HV-IC-0401,money,"Cross-checking the Central Works & Buildings Bureau account, what is the balance still owed across the invoices?",,,16960229.0,16960229.0,True,True
HV-IC-0402,money,"National Special Projects Office, what is the exact total of all submitted charges that remain unpaid?",,,137717817.0,137717817.0,True,True
HV-IC-0403,money,"Public Health Engineering Dept, Gujarat account, what is the precise remaining balance we need to stand by after deducting all cleared payments from our total billed value?",,,27766580.0,27766580.0,True,True
HV-IC-0404,money,"What is the precise net balance due for the Public Works Department, Govt of Tamil Nadu across all billed amounts?",,,7822.0,7822.0,True,True
HV-IC-0405,money,"National Expressway Development Authority, what’s the total unpaid amount across all the invoices we’ve sent them?","SELECT total_outstanding_inr 
FROM clients 
WHERE client_name = 'National Expressway Development Authority';",122976053.0,122976053.0,122976053.0,True,True
HV-IC-0406,money,"When we reconcile the Jal Nigam, Jharkhand account, what is the precise net balance still due after we deduct every cleared payment from our total billed value?",,,37740914.0,37740914.0,True,True
HV-IC-0407,money,"public health engineering dept, odisha, what’s the total pending amount across all our submitted bills?",,,181544012.0,181544012.0,True,True
HV-IC-0408,money,"Public Works Department, Govt of West Bengal, what amount remains on the invoices we are cross-checking?",,,34124708.0,34124708.0,True,True
HV-IC-0409,money,"Mahanadi Steel Corporation was flagged with that initial tally, but that number clearly doesn't account for the actual payments they've made, so what's the true balance still on our books?","SELECT total_outstanding_inr 
FROM clients 
WHERE client_name = 'Mahanadi Steel Corporation';",61349923.0,61349923.0,61349923.0,True,True
HV-IC-0410,money,"Jal Nigam, Gujarat, what is the balance when I cross-check invoices against the payment system?",,,330010947.0,330010947.0,True,True
HV-IC-0411,money,"Trishakti Power Generation Corporation — what’s the total value of all our billed amounts that are still pending, and I need that figure in the next ten minutes for the bid submission?",,,3507654.0,3507654.0,True,True
HV-IC-0412,money,"Maharashtra Municipal Corporation has multiple invoices on file, so could you please calculate the total amount still due across all of them?","SELECT total_outstanding_inr 
FROM clients 
WHERE client_name = 'Maharashtra Municipal Corporation';",-13279236.0,-13279236.0,-13279236.0,True,True
HV-IC-0413,money,Tamil Nadu Municipal Corporation is the relevant account; could you please confirm the total amount currently due across all our submitted charges?,"SELECT total_outstanding_inr 
FROM clients 
WHERE client_name = 'Tamil Nadu Municipal Corporation';",,59384417.0,59384417.0,True,True
HV-IC-0414,money,"Cross-checking against the Public Works Department, Govt of Maharashtra accounts, what is the difference in value between the expressways and water treatment work we executed?",,,315700000.0,315700000.0,True,True
HV-IC-0415,money,"trishakti power generation corp, what’s the value diff between our roads highways and tunnels work?",,,298900000.0,298900000.0,True,True
HV-IC-0416,money,"Suvarna Projects Limited; cross-checking against the client account, what is the value variance between the bridges flyovers and sewerage drainage scopes we delivered?",,,129100000.0,129100000.0,True,True
HV-IC-0417,money,"Jharkhand Municipal Corporation, bridges and flyovers versus water treatment—what is the exact difference in total contract value between those two portfolios?",,,227200000.0,227200000.0,True,True
HV-IC-0418,money,"Subarnarekha Valley Corporation, expressways; roads highways, could you please calculate the difference in total contract value between our expressway assignments and our standard road and highway projects for that client?",,,652200000.0,652200000.0,True,True
HV-IC-0419,money,"Cross-checking Trishakti Power Generation Corporation assignments, what is the value difference between sewerage drainage and water supply?",,,985600000.0,985600000.0,True,True
HV-IC-0420,money,"I’m fairly certain our Mahanadi Steel Corporation roads and highways contract was worth more than the water treatment package we took on for them, but could you quickly verify if my recollection is right on the actual difference in value?",,,893900000.0,893900000.0,True,True
HV-IC-0421,money,Can you quickly calculate the difference between our irrigation and sewerage drainage scopes for Suvarna Projects Limited before the submission deadline?,,,382500000.0,382500000.0,True,True
HV-IC-0422,money,"suvarna projects limited tunnels and water supply, what’s the value difference between them?",,,977100000.0,977100000.0,True,True
HV-IC-0423,money,Mahanadi Steel Corporation is the account I’m still getting my bearings on—could you point me to where I’d pull the difference in total value between the roads highways and sewerage drainage scopes?,,,1201100000.0,1201100000.0,True,True
